SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER,,change
SCHAND, EQ, 01-Oct-2021,112.6,112.95,112.95,110.2,112.45,111.95,111.7,33860,37.82,715,22059,65.15,,-0.65
SCHNEIDER, EQ, 01-Oct-2021,114.35,113.85,115.7,113.65,115,114.95,114.81,386249,443.46,4281,204825,53.03,,0.6
SCI, EQ, 01-Oct-2021,121.25,121.1,128,120.45,125.6,125.1,125.45,9396914,11788.86,50007,3239325,34.47,,3.85
SDBL, EQ, 01-Oct-2021,40.35,40,41.5,39.5,40.65,40.7,40.65,63154,25.67,618,50141,79.39,,0.35
SEAMECLTD, EQ, 01-Oct-2021,1179.7,1190,1210.95,1163.85,1172,1182.9,1191.79,16947,201.97,1281,12312,72.65,,3.2
SECURCRED, SM, 01-Oct-2021,31.5,31.4,31.5,31.4,31.5,31.5,31.45,1800,0.57,3,1200,66.67,,0
SECURKLOUD, EQ, 01-Oct-2021,192.25,191,198,188.8,194,195.05,194.24,113358,220.18,5212,58250,51.39,,2.8
SELAN, EQ, 01-Oct-2021,152,151.1,156.6,150.4,150.75,151.55,153.54,125475,192.66,3377,44544,35.5,,-0.45
SEPOWER, EQ, 01-Oct-2021,8.3,8.7,8.7,8.7,8.7,8.7,8.7,56445,4.91,81,52968,93.84,,0.4
SEQUENT, EQ, 01-Oct-2021,219.75,216,217.75,211.35,213.6,213.95,214.45,939659,2015.08,18611,334992,35.65,,-5.8
SERVOTECH, EQ, 01-Oct-2021,24.55,24,25.65,23.55,24.95,24.9,24.66,12426,3.06,52,8317,66.93,,0.35
SESHAPAPER, EQ, 01-Oct-2021,184.7,184.8,186.75,180.5,181.85,181.3,183.19,33630,61.61,1289,15186,45.16,,-3.4
SETCO, EQ, 01-Oct-2021,19.9,19.9,20,19.6,19.85,19.75,19.77,107789,21.31,412,75849,70.37,,-0.15
SETF10GILT, EQ, 01-Oct-2021,205.86,209,209,204.27,205.26,205.26,205.53,210,0.43,11,101,48.1,,-0.6
SETFGOLD, EQ, 01-Oct-2021,4084.05,4119.95,4134.9,4114,4126.7,4129.35,4127.72,27796,1147.34,1740,24186,87.01,,45.3
SETFNIF50, EQ, 01-Oct-2021,179.98,175.01,180,175.01,179.05,179.07,178.57,496832,887.21,3406,459033,92.39,,-0.91
SETFNIFBK, EQ, 01-Oct-2021,374.5,373,374.99,369.38,372.55,372.06,371.08,23548,87.38,718,9464,40.19,,-2.44
SETFNN50, EQ, 01-Oct-2021,439.26,441.99,441.99,436.01,441,439.69,439.55,6086,26.75,489,4814,79.1,,0.43
SETUINFRA, BE, 01-Oct-2021,1.15,1.15,1.15,1.1,1.15,1.15,1.13,101569,1.14,81, -, -,,0
SEYAIND, EQ, 01-Oct-2021,53.75,53.75,54.2,53.25,54,53.55,53.73,7892,4.24,190,6889,87.29,,-0.2
SFL, EQ, 01-Oct-2021,2338.3,2305.1,2433.6,2305.1,2407,2386.45,2377.94,11608,276.03,2884,4027,34.69,,48.15
SGBAPR28I, GB, 01-Oct-2021,4664.75,4697.35,4697.35,4648,4649,4648.94,4650.98,1383,64.32,87,1346,97.32,,-15.81
SGBAUG24, GB, 01-Oct-2021,4630,4650,4662,4648,4662,4657.23,4650.84,85,3.95,23,85,100,,27.23
SGBAUG27, GB, 01-Oct-2021,4617,4687.9,4687.9,4635,4635,4635,4653.96,12,0.56,7,12,100,,18
SGBAUG28V, GB, 01-Oct-2021,4701.97,4705,4737,4702,4720,4710.31,4716.56,2281,107.58,173,1878,82.33,,8.34
SGBAUG29V, GB, 01-Oct-2021,4698,4675,4750,4661,4725,4723.57,4713.4,283,13.34,44,267,94.35,,25.57
SGBDC27VII, GB, 01-Oct-2021,4680,4650,4725,4650,4723,4723,4665.53,15,0.7,7,14,93.33,,43
SGBDEC25, GB, 01-Oct-2021,4994.5,5088,5088,4950,4950,4950,5019,2,0.1,2,2,100,,-44.5
SGBDEC2512, GB, 01-Oct-2021,4736,4746,4746,4746,4746,4746,4746,1,0.05,1,1,100,,10
SGBDEC2513, GB, 01-Oct-2021,4745,4791,4791,4635,4635,4635,4739,3,0.14,3,3,100,,-110
SGBDEC25XI, GB, 01-Oct-2021,4750,4750,4750,4750,4750,4750,4750,1,0.05,1,1,100,,0
SGBDEC26, GB, 01-Oct-2021,4655,4685,4685,4685,4685,4685,4685,1,0.05,1,1,100,,30
SGBFEB24, GB, 01-Oct-2021,4635,4666,4690,4660,4690,4689.98,4666.24,147,6.86,17,147,100,,54.98
SGBFEB27, GB, 01-Oct-2021,4698,4746,4746,4746,4746,4746,4746,1,0.05,1,1,100,,48
SGBFEB28IX, GB, 01-Oct-2021,4734.99,4699,4699,4699,4699,4699,4699,2,0.09,2,2,100,,-35.99
SGBFEB29XI, GB, 01-Oct-2021,4655,4601,4698.98,4581,4655,4659.4,4639.97,91,4.22,23,73,80.22,,4.4
SGBJ28VIII, GB, 01-Oct-2021,4621,4620,4698,4620,4698,4698,4639.5,4,0.19,2,4,100,,77
SGBJAN26, GB, 01-Oct-2021,4656.45,4737,4737,4737,4737,4737,4737,1,0.05,1,1,100,,80.55
SGBJAN27, GB, 01-Oct-2021,4631,4581,4697.9,4581,4606,4606,4611.61,8,0.37,6,7,87.5,,-25
SGBJAN29IX, GB, 01-Oct-2021,4665,4665,4725,4648,4660,4659.55,4655.47,481,22.39,75,474,98.54,,-5.45
SGBJAN29X, GB, 01-Oct-2021,4678,4678,4689,4631,4685,4682.5,4661.7,132,6.15,37,97,73.48,,4.5
SGBJU29III, GB, 01-Oct-2021,4644.21,4680,4680,4641,4660,4660,4661.57,122,5.69,22,121,99.18,,15.79
SGBJUL25, GB, 01-Oct-2021,4653.98,4625.1,4675,4610.1,4640,4640,4636.36,23,1.07,11,20,86.96,,-13.98
SGBJUL27, GB, 01-Oct-2021,4625,4605,4700,4605,4645,4645,4650.85,106,4.93,11,106,100,,20
SGBJUL28IV, GB, 01-Oct-2021,4629.12,4629.12,4646.98,4620,4625,4622.99,4630.33,4161,192.67,138,2978,71.57,,-6.13
SGBJUL29IV, GB, 01-Oct-2021,4619.91,4712.35,4712.35,4650,4650,4650.85,4666.29,68,3.17,25,59,86.76,,30.94
SGBJUN27, GB, 01-Oct-2021,4660,4601.01,4692.9,4581,4606.01,4606.01,4616.23,14,0.65,9,12,85.71,,-53.99
SGBJUN28, GB, 01-Oct-2021,4620,4640,4647,4625,4630,4629.36,4637.08,637,29.54,45,425,66.72,,9.36
SGBJUN29II, GB, 01-Oct-2021,4669.1,4650,4700,4621,4652,4652.1,4666.98,121,5.65,32,79,65.29,,-17
SGBMAR24, GB, 01-Oct-2021,4629,4617,4649,4617,4649,4649,4646.71,68,3.16,12,68,100,,20
SGBMAR25, GB, 01-Oct-2021,4610.4,4697.9,4697.9,4689.8,4689.8,4689.8,4691.22,25,1.17,5,25,100,,79.4
SGBMAR28X, GB, 01-Oct-2021,4625,4630,4650,4630,4650,4650,4640.4,313,14.52,16,313,100,,25
SGBMAY25, GB, 01-Oct-2021,4616.2,4655.76,4655.76,4655.76,4655.76,4655.76,4655.76,6,0.28,2,6,100,,39.56
SGBMAY26, GB, 01-Oct-2021,4650,4699,4699,4650,4650,4650,4674.5,2,0.09,2,2,100,,0
SGBMAY28, GB, 01-Oct-2021,4621.5,4635,4659,4635,4647,4646.17,4651.9,172,8,26,146,84.88,,24.67
SGBMAY29I, GB, 01-Oct-2021,4645.56,4645,4670,4645,4658,4651.71,4653.32,472,21.96,79,401,84.96,,6.15
SGBMR29XII, GB, 01-Oct-2021,4622.42,4630,4647,4621.01,4621.2,4621.17,4629.05,639,29.58,97,605,94.68,,-1.25
SGBN28VIII, GB, 01-Oct-2021,4731.66,4713,4730,4700,4720,4720,4711.53,47,2.21,18,30,63.83,,-11.66
SGBNOV23, GB, 01-Oct-2021,4631.8,4764,4773,4702,4750,4769,4750.74,39,1.85,12,34,87.18,,137.2
SGBNOV24, GB, 01-Oct-2021,4615.3,4700,4700,4623.04,4659,4659,4653.82,142,6.61,16,134,94.37,,43.7
SGBNOV25, GB, 01-Oct-2021,4781,4772.9,4772.9,4604.35,4604.35,4604.35,4660.75,3,0.14,3,2,66.67,,-176.65
SGBNOV258, GB, 01-Oct-2021,4723.9,4649.99,4698.9,4649.99,4698.9,4698.9,4674.45,2,0.09,2,2,100,,-25
SGBNOV25IX, GB, 01-Oct-2021,4650,4649.99,4698.9,4649.99,4698.9,4698.9,4666.29,3,0.14,2,3,100,,48.9
SGBNOV25VI, GB, 01-Oct-2021,4728,4746,4746,4746,4746,4746,4746,4,0.19,2,4,100,,18
SGBNOV26, GB, 01-Oct-2021,4620,4697.9,4697.9,4697.9,4697.9,4697.9,4697.9,2,0.09,2,2,100,,77.9
SGBOC28VII, GB, 01-Oct-2021,4701,4700,4774,4691,4695.01,4698.27,4701.27,107,5.03,25,78,72.9,,-2.73
SGBOCT25, GB, 01-Oct-2021,4600.01,4610,4700,4610,4650,4650,4632.14,42,1.95,7,41,97.62,,49.99
SGBOCT25IV, GB, 01-Oct-2021,4650,4680,4680,4650,4650,4652.72,4655,12,0.56,3,12,100,,2.72
SGBOCT25V, GB, 01-Oct-2021,4610,4744,4744,4744,4744,4744,4744,1,0.05,1,1,100,,134
SGBOCT26, GB, 01-Oct-2021,4640,4676.7,4676.7,4676.7,4676.7,4676.7,4676.7,1,0.05,1,1,100,,36.7
SGBOCT27, GB, 01-Oct-2021,4660,4660,4660,4630,4660,4660,4650.37,90,4.19,17,70,77.78,,0
SGBOCT27VI, GB, 01-Oct-2021,4618,4685,4685,4679.7,4679.7,4679.7,4682.35,2,0.09,2,2,100,,61.7
SGBSEP24, GB, 01-Oct-2021,4644.99,4670,4670,4621.1,4650,4650,4641.09,73,3.39,18,73,100,,5.01
SGBSEP27, GB, 01-Oct-2021,4619.42,4644.9,4644.9,4585,4603,4603.36,4632.49,257,11.91,28,246,95.72,,-16.06
SGBSEP28VI, GB, 01-Oct-2021,4650,4650,4655,4645,4649,4649,4652.8,656,30.52,90,646,98.48,,-1
SGBSEP29VI, GB, 01-Oct-2021,4624.87,4619,4657.99,4600.01,4650,4650.29,4635.97,252,11.68,102,191,75.79,,25.42
SGIL, EQ, 01-Oct-2021,146.15,148.65,148.65,139.9,146.5,142.4,143.2,15895,22.76,943,4760,29.95,,-3.75
SGL, EQ, 01-Oct-2021,12.65,12.7,12.7,12.2,12.5,12.45,12.37,30072,3.72,138,22096,73.48,,-0.2
SHAHALLOYS, BE, 01-Oct-2021,26.3,27.6,27.6,27.6,27.6,27.6,27.6,2395,0.66,14, -, -,,1.3
SHAKTIPUMP, EQ, 01-Oct-2021,701.55,695,712,695,704,702.95,703.17,25378,178.45,2351,15163,59.75,,1.4
SHALBY, EQ, 01-Oct-2021,175.5,175.7,177.7,172.25,173.55,174.35,175.15,136295,238.72,2785,56359,41.35,,-1.15
SHALPAINTS, EQ, 01-Oct-2021,92.9,92.9,94.4,92.55,93.4,93.65,93.5,104548,97.75,1967,46153,44.15,,0.75
SHANKARA, EQ, 01-Oct-2021,591.7,588.7,598.8,581.5,581.55,584.5,589.84,58440,344.7,4624,18914,32.36,,-7.2
SHANTI, EQ, 01-Oct-2021,20.65,21.4,21.4,20,20.6,20.6,20.47,12621,2.58,54,7321,58.01,,-0.05
SHANTIGEAR, EQ, 01-Oct-2021,164.3,163.1,166,163.1,164.85,164.65,164.92,50638,83.51,866,37153,73.37,,0.35
SHARDACROP, EQ, 01-Oct-2021,330.6,328.95,331.5,322.55,325,324.55,326.63,52062,170.05,2629,34506,66.28,,-6.05
SHARDAMOTR, BE, 01-Oct-2021,610,600,617.95,600,609,605.75,605.32,6074,36.77,238, -, -,,-4.25
SHAREINDIA, EQ, 01-Oct-2021,654.05,654.95,699.9,651.15,698,696.6,684.1,197885,1353.73,11847,111309,56.25,,42.55
SHARIABEES, EQ, 01-Oct-2021,449.94,469.8,469.8,445,446,448.23,447.97,878,3.93,87,650,74.03,,-1.71
SHEMAROO, BE, 01-Oct-2021,161,161.7,163,159.5,161.95,161.15,161.32,24265,39.14,266, -, -,,0.15
SHIL, BE, 01-Oct-2021,419.95,408.8,429.9,408.8,429.4,427.45,422.42,25070,105.9,451, -, -,,7.5
SHILPAMED, EQ, 01-Oct-2021,556.9,549.9,555.95,548.05,551,551.05,552.52,71822,396.83,2819,30389,42.31,,-5.85
SHIVAMAUTO, EQ, 01-Oct-2021,22.1,22.1,22.35,22.1,22.25,22.2,22.18,48446,10.74,378,39331,81.19,,0.1
SHIVAMILLS, EQ, 01-Oct-2021,84.7,84.7,88.9,83.1,87.65,87.3,87.03,22119,19.25,318,13947,63.05,,2.6
SHIVATEX, EQ, 01-Oct-2021,178,176.25,195,173.35,193.5,193.6,189.65,59762,113.34,2714,30587,51.18,,15.6
SHK, EQ, 01-Oct-2021,160.35,161.4,162.75,151,152.4,154.3,156.07,446138,696.29,6575,315625,70.75,,-6.05
SHOPERSTOP, EQ, 01-Oct-2021,263.4,261.8,269.9,261.75,263.35,263.8,265.36,209367,555.58,7322,40788,19.48,,0.4
SHRADHA, EQ, 01-Oct-2021,55.25,55.25,55.25,54.5,54.6,54.7,54.81,1085,0.59,74,797,73.46,,-0.55
SHREDIGCEM, EQ, 01-Oct-2021,77.75,76.9,78.85,76.9,78.7,78.4,78.17,244908,191.44,3339,113537,46.36,,0.65
SHREECEM, EQ, 01-Oct-2021,28901.55,28800.3,29198,28581.85,29002,29099.55,28904.18,33997,9826.55,14320,16253,47.81,,198
SHREEPUSHK, EQ, 01-Oct-2021,222.7,220,235,219.15,228.2,226.95,229.32,374299,858.35,13816,119922,32.04,,4.25
SHREERAMA, EQ, 01-Oct-2021,13.45,13.45,13.45,13.05,13.2,13.1,13.19,66654,8.79,371,43709,65.58,,-0.35
SHRENIK, EQ, 01-Oct-2021,1.45,1.5,1.55,1.45,1.55,1.55,1.53,3701753,56.7,1437,2472866,66.8,,0.1
SHREYANIND, EQ, 01-Oct-2021,132.35,131.65,142,130.05,136.2,136.1,137.76,410288,565.23,8783,134385,32.75,,3.75
SHREYAS, EQ, 01-Oct-2021,368.7,369.9,387.1,357.05,387.1,383.15,373.38,122196,456.26,3524,72380,59.23,,14.45
SHRIPISTON, BE, 01-Oct-2021,953,948,963.9,911.1,935.3,936.9,939.97,817,7.68,41, -, -,,-16.1
SHRIRAMCIT, EQ, 01-Oct-2021,2033.25,2025,2087,1985.5,2072.25,2056.35,2020.16,54261,1096.16,8534,23164,42.69,,23.1
SHRIRAMEPC, EQ, 01-Oct-2021,6.05,6.1,6.35,6,6.35,6.3,6.29,2884639,181.52,1771,1764272,61.16,,0.25
SHUBHLAXMI, SM, 01-Oct-2021,12.35,12.95,12.95,12,12.6,12.6,12.71,7000,0.89,7,5000,71.43,,0.25
SHYAMCENT, EQ, 01-Oct-2021,14.4,15.1,15.1,13.7,13.95,13.95,14.58,2254528,328.62,3026,1280609,56.8,,-0.45
SHYAMMETL, EQ, 01-Oct-2021,368.75,368,378.4,367,372.45,372.7,373.29,1011018,3773.99,18155,363372,35.94,,3.95
SHYAMTEL, BE, 01-Oct-2021,10,10.5,10.5,9.5,10,10,10.02,4847,0.49,43, -, -,,0
SICAL, EQ, 01-Oct-2021,12.15,12.1,12.4,11.95,12.15,12.2,12.15,233329,28.35,605,161838,69.36,,0.05
SIDDHIKA, SM, 01-Oct-2021,77.45,77.45,80.2,77.45,80.2,80.2,79.28,6000,4.76,3,6000,100,,2.75
SIEMENS, EQ, 01-Oct-2021,2129.4,2123,2154.9,2110,2150,2148.45,2137.26,135003,2885.36,12074,36308,26.89,,19.05
SIGIND, EQ, 01-Oct-2021,44.45,45.15,45.5,43.45,44.5,44.45,44.65,22860,10.21,345,14409,63.03,,0
SIL, BE, 01-Oct-2021,14.6,14.6,14.95,14.4,14.85,14.85,14.75,4132,0.61,33, -, -,,0.25
SILGO, EQ, 01-Oct-2021,33.45,33.35,33.9,33.3,33.5,33.6,33.5,4736,1.59,43,3828,80.83,,0.15
SILINV, BE, 01-Oct-2021,316.45,326.5,326.5,307.25,313.95,313.95,314.78,1785,5.62,32, -, -,,-2.5
SILLYMONKS, EQ, 01-Oct-2021,21.95,22.5,22.5,21.1,22.3,21.9,21.82,3203,0.7,52,1492,46.58,,-0.05
SILVERTUC, SM, 01-Oct-2021,188,178.5,182,178.3,181.8,181.8,180.15,6000,10.81,5,4000,66.67,,-6.2
SIMBHALS, BE, 01-Oct-2021,26.75,25.8,28,25.8,27.85,27.65,27.58,33557,9.26,112, -, -,,0.9
SIMPLEXINF, EQ, 01-Oct-2021,42.25,42.25,42.75,41.65,42,41.85,42.07,40604,17.08,359,33039,81.37,,-0.4
SINTERCOM, EQ, 01-Oct-2021,84.05,84.15,84.85,84,84,84,84.02,5748,4.83,30,4876,84.83,,-0.05
SINTEX, EQ, 01-Oct-2021,4.3,4.3,4.5,4.1,4.45,4.45,4.35,6473169,281.4,3833,3435592,53.07,,0.15
SIRCA, EQ, 01-Oct-2021,355.05,355,363,353,356,356.05,357.09,51633,184.37,1563,32000,61.98,,1
SIS, EQ, 01-Oct-2021,495.2,490,499.9,486.2,495,496.25,495.1,157281,778.7,7668,68141,43.32,,1.05
SITINET, EQ, 01-Oct-2021,1.9,1.95,1.95,1.9,1.95,1.95,1.95,4180855,81.34,792,1675995,40.09,,0.05
SIYSIL, EQ, 01-Oct-2021,370.85,368,385,367.65,382,374.45,374.1,194902,729.14,2301,176600,90.61,,3.6
SJVN, EQ, 01-Oct-2021,28.15,28.15,28.6,27.95,28.4,28.4,28.24,3902018,1101.85,11110,1926277,49.37,,0.25
SKFINDIA, EQ, 01-Oct-2021,3091.25,3098,3134,3081,3100,3095.75,3102.93,14852,460.85,3282,8656,58.28,,4.5
SKIL, EQ, 01-Oct-2021,3.8,3.85,3.95,3.75,3.95,3.95,3.89,216347,8.41,123,215158,99.45,,0.15
SKIPPER, EQ, 01-Oct-2021,81.3,81.9,83.2,81.4,82.1,82,82.33,121455,100,2027,72049,59.32,,0.7
SKMEGGPROD, EQ, 01-Oct-2021,81.5,81,82.45,81,81.75,81.9,81.86,47791,39.12,962,24087,50.4,,0.4
SMARTLINK, EQ, 01-Oct-2021,118.1,116.8,120.7,116.8,117.8,118.75,118.45,37949,44.95,1092,19481,51.33,,0.65
SMCGLOBAL, EQ, 01-Oct-2021,76.35,76.05,77.5,74.9,75.45,76.2,76.06,161625,122.93,1659,90464,55.97,,-0.15
SMLISUZU, EQ, 01-Oct-2021,563.5,567,602,554.15,597,591.8,587.49,200234,1176.36,11791,63804,31.86,,28.3
SMSLIFE, EQ, 01-Oct-2021,749.25,734.65,757.85,734,745,737.15,738.87,733,5.42,162,486,66.3,,-12.1
SMSPHARMA, EQ, 01-Oct-2021,155.2,151.5,153.7,151,152.4,152.05,151.99,90475,137.51,1954,57506,63.56,,-3.15
SMVD, SM, 01-Oct-2021,15.75,16.4,16.4,16.4,16.4,16.4,16.4,2000,0.33,1,2000,100,,0.65
SNOWMAN, EQ, 01-Oct-2021,42.95,42.7,43.65,42.35,43.25,43.15,43.2,479031,206.95,2854,215595,45.01,,0.2
SOBHA, EQ, 01-Oct-2021,789.85,782,795.65,775.7,776.65,778.5,784.94,158367,1243.08,10586,71731,45.29,,-11.35
SOLARA, EQ, 01-Oct-2021,1599.6,1608,1635.5,1605,1610,1608.9,1617.55,20833,336.98,2937,8652,41.53,,9.3
SOLARINDS, EQ, 01-Oct-2021,2118.3,2102.65,2206.1,2080.65,2164,2166.9,2160.56,200501,4331.94,21059,90661,45.22,,48.6
SOLEX, SM, 01-Oct-2021,45.5,47.7,47.75,47.7,47.75,47.75,47.73,6000,2.86,3,6000,100,,2.25
SOMANYCERA, EQ, 01-Oct-2021,755.2,741,792.95,730,769.05,782.45,767.06,105701,810.79,4485,75276,71.22,,27.25
SOMATEX, EQ, 01-Oct-2021,8,8.1,8.15,7.8,8,8.05,8.05,22630,1.82,122,17788,78.6,,0.05
SOMICONVEY, BE, 01-Oct-2021,50.5,49,52.45,49,50.6,50.5,50.52,3375,1.71,63, -, -,,0
SONACOMS, EQ, 01-Oct-2021,555.85,551,571.85,549.2,560.65,562.55,562.36,1605653,9029.54,40577,654621,40.77,,6.7
SONAMCLOCK, SM, 01-Oct-2021,65.2,66,66,60,65.25,65.25,63.75,9000,5.74,3,0,0,,0.05
SONATSOFTW, EQ, 01-Oct-2021,874.8,874.9,890,870.1,884.9,885.25,882.15,172360,1520.48,11942,49597,28.78,,10.45
SORILINFRA, EQ, 01-Oct-2021,107.8,109.75,109.75,107,108,107.85,107.88,34604,37.33,788,24074,69.57,,0.05
SOTL, EQ, 01-Oct-2021,1520.35,1507.25,1537.45,1501,1528.8,1523.75,1519.78,15325,232.91,2577,8050,52.53,,3.4
SOUTHBANK, EQ, 01-Oct-2021,10.2,10.15,10.35,10.1,10.2,10.2,10.2,8074380,823.78,25120,2774165,34.36,,0
SOUTHWEST, EQ, 01-Oct-2021,104.55,101.45,107.4,101.45,105.8,104.1,104.56,77058,80.57,433,53146,68.97,,-0.45
SPAL, EQ, 01-Oct-2021,340.4,342,342,327.65,330.6,330.9,333.02,36423,121.3,3700,25966,71.29,,-9.5
SPANDANA, EQ, 01-Oct-2021,569.85,569.85,574.45,555.7,567,565.55,565.19,91751,518.57,9364,51459,56.09,,-4.3
SPARC, EQ, 01-Oct-2021,295.85,294,297.95,292.45,293,293.45,294.94,516065,1522.06,8635,106394,20.62,,-2.4
SPECIALITY, EQ, 01-Oct-2021,73.95,73.5,74.75,73,73.65,73.75,73.91,63707,47.09,812,34683,54.44,,-0.2
SPECTRUM, SM, 01-Oct-2021,50.25,51,55,51,55,55,53,4000,2.12,2,4000,100,,4.75
SPENCERS, EQ, 01-Oct-2021,127.15,125,135.25,123.4,128.8,129.45,130.88,4644876,6079.27,59710,1109823,23.89,,2.3
SPENTEX, BZ, 01-Oct-2021,1.15,1.1,1.15,1.1,1.1,1.15,1.1,73629,0.81,20, -, -,,0
SPIC, EQ, 01-Oct-2021,53.15,52.35,53.6,52.35,52.9,52.9,52.83,270069,142.66,2882,148250,54.89,,-0.25
SPICEJET, EQ, 01-Oct-2021,75.15,74.2,76.4,74.2,75.15,75,75.02,2960048,2220.58,16465,808055,27.3,,-0.15
SPLIL, EQ, 01-Oct-2021,46.85,46.6,47.75,45.9,47,46.9,46.57,31767,14.79,479,18935,59.61,,0.05
SPMLINFRA, BE, 01-Oct-2021,11,11.2,11.2,10.6,10.8,10.8,11,21064,2.32,45, -, -,,-0.2
SPTL, EQ, 01-Oct-2021,4.65,4.75,4.85,4.65,4.85,4.85,4.79,1715610,82.2,611,1115739,65.03,,0.2
SREEL, EQ, 01-Oct-2021,184.95,187,187,182.1,185,185.1,184.62,13994,25.84,389,10279,73.45,,0.15
SREIBNPNCD, NJ, 01-Oct-2021,285,320,320,320,320,320,320,33,0.11,2,33,100,,35
SREIBNPNCD, NP, 01-Oct-2021,261,240,300,240,282,282,271.7,173,0.47,5,153,88.44,,21
SREIBNPNCD, NU, 01-Oct-2021,225,270,270,270,270,270,270,42,0.11,3,42,100,,45
SREIBNPNCD, NX, 01-Oct-2021,300,300,300,300,300,300,300,205,0.62,12,205,100,,0
SREIBNPNCD, NY, 01-Oct-2021,379,400,400,400,400,400,400,2,0.01,1,2,100,,21
SREIBNPNCD, NZ, 01-Oct-2021,460.99,535.6,535.6,460.6,460.6,460.6,523.67,143,0.75,6,143,100,,-0.39
SREIBNPNCD, Y1, 01-Oct-2021,312,312,312,312,312,312,312,20,0.06,1,20,100,,0
SREIBNPNCD, Y7, 01-Oct-2021,270,300,300,300,300,300,300,25,0.08,2,25,100,,30
SREIBNPNCD, Y8, 01-Oct-2021,261.55,313.86,313.86,313.86,313.86,313.86,313.86,16,0.05,1,16,100,,52.31
SREINFRA, BE, 01-Oct-2021,8.7,8.6,8.75,8.35,8.55,8.45,8.47,532670,45.1,955, -, -,,-0.25
SRF, EQ, 01-Oct-2021,11279.1,11325,11325,11000,11075.1,11089.7,11094.6,277347,30770.55,41570,115521,41.65,,-189.4
SRHHYPOLTD, EQ, 01-Oct-2021,329.8,332.05,356.5,330.8,346.55,346.95,346.08,45471,157.37,3012,18876,41.51,,17.15
SRIPIPES, EQ, 01-Oct-2021,208.75,208.1,212,205.55,208.5,208.45,208.9,48323,100.95,1443,30088,62.26,,-0.3
SRPL, BE, 01-Oct-2021,35.15,33.55,35.1,33.4,34.95,34.95,34.13,2088,0.71,26, -, -,,-0.2
SRTRANSFIN, EQ, 01-Oct-2021,1298.85,1293.85,1299.55,1273.3,1291.95,1294.55,1287.82,926465,11931.18,35858,319751,34.51,,-4.3
SRTRANSFIN, YI, 01-Oct-2021,1085,1084,1084,1084,1084,1084,1084,10,0.11,1,10,100,,-1
SRTRANSFIN, YK, 01-Oct-2021,1122,1040,1050,1040,1050,1050,1044.25,200,2.09,3,115,57.5,,-72
SRTRANSFIN, YL, 01-Oct-2021,1080,1081.1,1083.5,1080,1083.5,1083.5,1080.87,355,3.84,8,355,100,,3.5
SRTRANSFIN, YO, 01-Oct-2021,1039.9,1039,1039,1022,1022,1022,1032.34,191,1.97,5,191,100,,-17.9
SRTRANSFIN, YQ, 01-Oct-2021,1089.99,1085,1085,1085,1085,1085,1085,11,0.12,1,11,100,,-4.99
SRTRANSFIN, YR, 01-Oct-2021,1112,1101,1101,1101,1101,1101,1101,150,1.65,2,150,100,,-11
SRTRANSFIN, YT, 01-Oct-2021,1298.99,1300,1300,1300, ,1300,1300,10,0.13,1,10,100,,1.01
SRTRANSFIN, YV, 01-Oct-2021,1045,1038,1049.95,1038,1049.95,1049.95,1048.97,250,2.62,6,250,100,,4.95
SRTRANSFIN, YW, 01-Oct-2021,1070,1079.95,1079.95,1079.95,1079.95,1079.95,1079.95,4,0.04,1,4,100,,9.95
SRTRANSFIN, YX, 01-Oct-2021,1062.4,1062.4,1062.4,1062.4,1062.4,1062.4,1062.4,25,0.27,3,25,100,,0
SRTRANSFIN, YY, 01-Oct-2021,1138,1134.9,1134.9,1132,1132,1132,1132.07,41,0.46,2,41,100,,-6
SRTRANSFIN, Z5, 01-Oct-2021,1016,1052,1052,1052,1052,1052,1052,30,0.32,3,30,100,,36
SRTRANSFIN, Z6, 01-Oct-2021,1025,1025,1025,1025,1025,1025,1025,50,0.51,1,50,100,,0
SRTRANSFIN, Z8, 01-Oct-2021,1022.5,1032,1032,1022.5,1030,1030,1026.9,500,5.13,9,400,80,,7.5
SRTRANSFIN, ZE, 01-Oct-2021,1020,1020,1020,1020,1020,1020,1020,15,0.15,1,15,100,,0
SSWL, BE, 01-Oct-2021,1707.4,1707,1792.75,1703,1792,1791.8,1784.8,35454,632.78,1845, -, -,,84.4
STAR, EQ, 01-Oct-2021,589.5,586.9,595.5,581.05,583,583.05,586.08,643796,3773.17,16607,196945,30.59,,-6.45
STARCEMENT, EQ, 01-Oct-2021,107.25,107.95,107.95,107.1,107.5,107.25,107.35,213290,228.97,1999,118087,55.36,,0
STARPAPER, EQ, 01-Oct-2021,154.45,152.05,154.85,150.95,153.6,152.8,153,77906,119.2,2368,34421,44.18,,-1.65
STCINDIA, EQ, 01-Oct-2021,102.1,101.85,103.85,101.25,102,101.85,102.22,39688,40.57,990,19831,49.97,,-0.25
STEELCITY, EQ, 01-Oct-2021,58.55,59.5,59.5,57.75,57.9,58.25,58.51,23687,13.86,335,11320,47.79,,-0.3
STEELXIND, EQ, 01-Oct-2021,74.45,74.8,74.8,72.3,72.6,73.9,73.81,160248,118.27,1749,70640,44.08,,-0.55
